Crop,Variety,Origin,Released year,Recommended domain,Crop duration (days),Potential yield (t ha-1),Special characteristics
Blackgram,Kalu,India (Type 9),1989 (2046),"Midhills, Valleys",49,1.2,"Black seed coat, Highly susceptible to YMV"
